Key,team_id,Season_Year,GP,Season,Date,Home,Opp_Name,GF,GA,Result,OT,Team_S,Team_PIM,Team_PPG,Team_PPO,Team_SHG,Opp_S,Opp_PIM,Opp_PPG,Opp_PPO,Opp_SHG
18-2020-R39,18,2020,39,R,20191231,1,Boston Bruins,3,2,W,0,44,6,0,4,0,30,8,1,3,0
18-2020-R40,18,2020,40,R,20200102,0,New York Islanders,2,1,W,0,31,6,0,2,0,30,6,0,2,0
18-2020-R41,18,2020,41,R,20200104,1,Colorado Avalanche,2,5,L,0,30,26,1,3,1,34,6,0,3,1
18-2020-R42,18,2020,42,R,20200107,1,New York Islanders,3,4,L,1,35,0,1,1,0,41,2,0,0,0
18-2020-R43,18,2020,43,R,20200109,0,New York Rangers,3,6,L,0,49,12,0,2,1,37,6,2,5,0
18-2020-R44,18,2020,44,R,20200111,0,Washington Capitals,5,1,W,0,22,10,0,1,1,34,2,1,5,0
18-2020-R45,18,2020,45,R,20200112,1,Tampa Bay Lightning,3,1,W,0,20,9,0,4,0,27,13,0,2,0
18-2020-R46,18,2020,46,R,20200114,0,Toronto Maple Leafs,4,7,L,0,29,10,1,4,0,34,10,2,4,0
18-2020-R47,18,2020,47,R,20200116,0,Washington Capitals,2,5,L,0,34,10,0,4,1,38,8,1,5,0
18-2020-R48,18,2020,48,R,20200118,0,Columbus Blue Jackets,0,5,L,0,41,16,0,3,0,31,18,0,2,0
18-2020-R49,18,2020,49,R,20200127,0,Ottawa Senators,4,3,W,0,53,9,1,5,0,38,15,1,2,2
18-2020-R50,18,2020,50,R,20200130,1,Nashville Predators,5,6,L,0,32,6,2,3,1,30,6,1,3,0
18-2020-R51,18,2020,51,R,20200201,1,Dallas Stars,2,3,L,1,31,4,0,3,1,31,6,0,2,0
18-2020-R52,18,2020,52,R,20200204,1,Montreal Canadiens,4,5,L,0,24,14,2,5,0,36,20,0,2,1
18-2020-R53,18,2020,53,R,20200206,0,Philadelphia Flyers,5,0,W,0,19,8,1,3,1,46,6,0,4,0
18-2020-R54,18,2020,54,R,20200208,1,Los Angeles Kings,3,0,W,0,34,6,1,4,0,37,8,0,3,0
18-2020-R55,18,2020,55,R,20200211,1,Florida Panthers,3,5,L,0,28,4,1,2,0,33,4,0,2,0
18-2020-R56,18,2020,56,R,20200213,1,Detroit Red Wings,4,1,W,0,26,8,1,6,0,26,12,1,4,0
18-2020-R57,18,2020,57,R,20200214,0,Carolina Hurricanes,2,5,L,0,37,4,0,4,0,30,8,0,2,0
18-2020-R58,18,2020,58,R,20200216,1,Columbus Blue Jackets,4,3,W,0,26,4,0,0,0,55,0,0,2,0
18-2020-R59,18,2020,59,R,20200218,0,St. Louis Blues,0,3,L,0,17,8,0,3,0,39,8,0,3,0
18-2020-R60,18,2020,60,R,20200220,1,San Jose Sharks,2,1,W,0,25,11,1,6,0,37,17,0,3,0
18-2020-R61,18,2020,61,R,20200222,1,Washington Capitals,3,2,W,0,29,14,2,3,0,35,8,1,6,0
18-2020-R62,18,2020,62,R,20200225,0,Detroit Red Wings,4,1,W,0,31,31,3,5,0,28,20,1,4,0
18-2020-R63,18,2020,63,R,20200227,0,San Jose Sharks,2,3,L,1,23,8,0,4,0,30,10,0,3,1
18-2020-R64,18,2020,64,R,20200229,0,Los Angeles Kings,1,2,L,1,33,0,0,1,0,38,2,0,0,0
18-2020-R65,18,2020,65,R,20200301,0,Anaheim Ducks,3,0,W,0,34,4,2,3,0,34,6,0,2,0
18-2020-R66,18,2020,66,R,20200303,0,Vegas Golden Knights,0,3,L,0,27,2,0,3,0,32,6,0,1,0
18-2020-R67,18,2020,67,R,20200306,1,St. Louis Blues,4,2,W,0,32,8,0,2,0,33,4,1,4,0
18-2020-R68,18,2020,68,R,20200307,0,New York Rangers,6,4,W,0,29,6,1,1,0,35,2,0,3,0
18-2020-R69,18,2020,69,R,20200310,1,Pittsburgh Penguins,2,5,L,0,22,8,1,3,0,33,6,0,4,0
